name,raw_name,specialty,norm_name,norm_specialty,source
"ד""ר ויימן רומן",ויימן רומן,,רומן ויימן,,IMA
"ד""ר צפרוב אדם",צפרוב אדם,"מומחה בטיפול נמרץ כללי, מומחה בהרדמה",אדם צפרוב,בטיפול נמרץ כללי מומחה בהרדמה,IMA
"ד""ר צפרוב אדם",צפרוב אדם,,אדם צפרוב,,IMA
"ד""ר וולובלסקי עודד",וולובלסקי עודד,"מומחה בנפרולוגית ילדים, מומחה ברפואת ילדים",עודד וולובלסקי,בנפרולוגית ילדים מומחה ברפואת ילדים,IMA
"ד""ר וולובלסקי עודד",וולובלסקי עודד,,עודד וולובלסקי,,IMA
"ד""ר ליהמן יהושע אברהם",ליהמן יהושע אברהם,מומחה ברפואה פיזיקלית ושיקום,אברהם יהושע ליהמן,ברפואה פיזיקלית ושיקום,IMA
"ד""ר ליהמן יהושע אברהם",ליהמן יהושע אברהם,,אברהם יהושע ליהמן,,IMA
"ד""ר שלמן מיכאל",שלמן מיכאל,מומחה בהרדמה,מיכאל שלמן,בהרדמה,IMA
"ד""ר שלמן מיכאל",שלמן מיכאל,,מיכאל שלמן,,IMA
"ד""ר קישינבסקי בוריסרפואת שיניים,","קישינבסקי בוריסרפואת שיניים,",,"שיניים, בוריסרפואת קישינבסקי",,IMA
"ד""ר קישינבסקי בוריס",קישינבסקי בוריס,,בוריס קישינבסקי,,IMA
"ד""ר בקלו אריה",בקלו אריה,מומחה ברפואת ילדים,אריה בקלו,ברפואת ילדים,IMA
"ד""ר בקלו אריה",בקלו אריה,,אריה בקלו,,IMA
"ד""ר זיידיס יצחק",זיידיס יצחק,"מומחה במינהל רפואי, מומחה באנדוקרינולוגיה, מומחה ביילוד וגינקולוגיה",יצחק זיידיס,במינהל רפואי מומחה באנדוקרינולוגיה מומחה ביילוד וגינקולוגיה,IMA
"ד""ר זיידיס יצחק",זיידיס יצחק,,יצחק זיידיס,,IMA
"ד""ר קלטיניץ' ודים",קלטיניץ' ודים,מומחה ברפואת משפחה,ודים קלטיניץ',ברפואת משפחה,IMA
"ד""ר קלטיניץ' ודים",קלטיניץ' ודים,,ודים קלטיניץ',,IMA
"ד""ר רייגורודצקי מיכאל",רייגורודצקי מיכאל,מומחה בהרדמה,מיכאל רייגורודצקי,בהרדמה,IMA
"ד""ר רייגורודצקי מיכאל",רייגורודצקי מיכאל,,מיכאל רייגורודצקי,,IMA
"ד""ר נסאר חוסאם",נסאר חוסאם,מומחה בכירורגיה אורולוגית,חוסאם נסאר,בכירורגיה אורולוגית,IMA
"ד""ר נסאר חוסאם",נסאר חוסאם,,חוסאם נסאר,,IMA
"ד""ר אחמד שימאאמומחית ביילוד וגינקולוגיה",אחמד שימאאמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד שימאאמומחית אחמד,,IMA
"ד""ר אחמד שימאא",אחמד שימאא,,שימאא אחמד,,IMA
פרופ ברקנשטט חיים,ברקנשטט חיים,מומחה בהרדמה,חיים ברקנשטט,בהרדמה,IMA
פרופ ברקנשטט חיים,ברקנשטט חיים,,חיים ברקנשטט,,IMA
"ד""ר רחמים כהן דניאלהמומחית ברפואת משפחה",רחמים כהן דניאלהמומחית ברפואת משפחה,,משפחה ברפואת דניאלהמומחית כהן רחמים,,IMA
"ד""ר רחמים כהן דניאלה",רחמים כהן דניאלה,,דניאלה כהן רחמים,,IMA
"ד""ר אדוט מאיררפואת שיניים,","אדוט מאיררפואת שיניים,",,"שיניים, מאיררפואת אדוט",,IMA
"ד""ר אדוט מאיר",אדוט מאיר,,מאיר אדוט,,IMA
"ד""ר לוריה יואב",לוריה יואב,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",יואב לוריה,בגסטרואנטרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר לוריה יואב",לוריה יואב,,יואב לוריה,,IMA
"ד""ר קליין צבי",קליין צבי,מומחה ביילוד וגינקולוגיה,צבי קליין,ביילוד וגינקולוגיה,IMA
"ד""ר קליין צבי",קליין צבי,,צבי קליין,,IMA
"ד""ר לוסטמן אלכסנדר",לוסטמן אלכסנדר,מומחה ברפואת משפחה,אלכסנדר לוסטמן,ברפואת משפחה,IMA
"ד""ר לוסטמן אלכסנדר",לוסטמן אלכסנדר,,אלכסנדר לוסטמן,,IMA
"ד""ר דהאן אסתרמומחית בטיפול נמרץ כללי, מומחית בהרדמה","דהאן אסתרמומחית בטיפול נמרץ כללי, מומחית בהרדמה",,"בהרדמה מומחית כללי, נמרץ בטיפול אסתרמומחית האן",,IMA
"ד""ר דהאן אסתר",דהאן אסתר,,אסתר האן,,IMA
"ד""ר הלר אייל",הלר אייל,מומחה בכירורגיה אורתופדית,אייל הלר,בכירורגיה אורתופדית,IMA
"ד""ר הלר אייל",הלר אייל,,אייל הלר,,IMA
פרופ ליבוביץ אייל,ליבוביץ אייל,מומחה ברפואה פנימית,אייל ליבוביץ,ברפואה פנימית,IMA
פרופ ליבוביץ אייל,ליבוביץ אייל,,אייל ליבוביץ,,IMA
"ד""ר טורטן רוני",טורטן רוני,מומחה ברפואת משפחה,רוני טורטן,ברפואת משפחה,IMA
"ד""ר טורטן רוני",טורטן רוני,,רוני טורטן,,IMA
"ד""ר סבח גד",סבח גד,מומחה ביילוד וגינקולוגיה,גד סבח,ביילוד וגינקולוגיה,IMA
"ד""ר לבהר קרול",לבהר קרול,מומחה ברפואת משפחה,קרול לבהר,ברפואת משפחה,IMA
"ד""ר לבהר קרול",לבהר קרול,,קרול לבהר,,IMA
"ד""ר לודר חנהמומחית באנדוקרינולוגית ילדים, מומחית ברפואת ילדים","לודר חנהמומחית באנדוקרינולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, באנדוקרינולוגית חנהמומחית לודר",,IMA
"ד""ר לודר חנה",לודר חנה,,חנה לודר,,IMA
"ד""ר גדות מורןמומחית באונקולוגיה",גדות מורןמומחית באונקולוגיה,,באונקולוגיה מורןמומחית גדות,,IMA
"ד""ר גדות מורן",גדות מורן,,מורן גדות,,IMA
"ד""ר פסשק מריהמומחית באונקולוגיה",פסשק מריהמומחית באונקולוגיה,,באונקולוגיה מריהמומחית פסשק,,IMA
"ד""ר פסשק מריה",פסשק מריה,,מריה פסשק,,IMA
"ד""ר דראושה יוסף",דראושה יוסף,מומחה ברפואת משפחה,יוסף ראושה,ברפואת משפחה,IMA
"ד""ר דראושה יוסף",דראושה יוסף,,יוסף ראושה,,IMA
"ד""ר שפירא אייל-יואל",שפירא אייל-יואל,מומחה בכירורגיה פלסטית ואסתטית,אייל-יואל שפירא,בכירורגיה פלסטית ואסתטית,IMA
"ד""ר שפירא אייל-יואל",שפירא אייל-יואל,,אייל-יואל שפירא,,IMA
"ד""ר אייכל רוני",אייכל רוני,"מומחה בטיפול נמרץ כללי, מומחה בנוירולוגיה",רוני אייכל,בטיפול נמרץ כללי מומחה בנוירולוגיה,IMA
"ד""ר אייכל רוני",אייכל רוני,,רוני אייכל,,IMA
"ד""ר ישי שלמה-ירון",ישי שלמה-ירון,מומחה בכירורגיה של בית החזה,שלמה-ירון ישי,בכירורגיה של בית החזה,IMA
"ד""ר ישי שלמה-ירון",ישי שלמה-ירון,,שלמה-ירון ישי,,IMA
"ד""ר סבאח מולהם",סבאח מולהם,"מתמחה ברפואה לשיכוך כאב, מומחה בהרדמה",מולהם סבאח,ברפואה לשיכוך כאב מומחה בהרדמה,IMA
"ד""ר סבאח מולהם",סבאח מולהם,,מולהם סבאח,,IMA
"ד""ר בן דוד נדב",בן דוד נדב,מומחה בכירורגיה כללית,נדב דוד בן,בכירורגיה כללית,IMA
"ד""ר בן דוד נדב",בן דוד נדב,,נדב דוד בן,,IMA
"ד""ר הרצוג ערן",הרצוג ערן,מומחה בהרדמה,ערן הרצוג,בהרדמה,IMA
"ד""ר הרצוג ערן",הרצוג ערן,,ערן הרצוג,,IMA
"ד""ר רפליאנסקי איליה",רפליאנסקי איליה,מומחה בכירורגיה כללית,איליה רפליאנסקי,בכירורגיה כללית,IMA
"ד""ר רפליאנסקי איליה",רפליאנסקי איליה,,איליה רפליאנסקי,,IMA
"ד""ר קוגן יאנהמומחית במחלות ריאה, מומחית ברפואה פנימית","קוגן יאנהמומחית במחלות ריאה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית ריאה, במחלות יאנהמומחית קוגן",,IMA
"ד""ר קוגן יאנה",קוגן יאנה,,יאנה קוגן,,IMA
"ד""ר פשקוב ילנהמומחית ברדיולוגיה אבחנתית",פשקוב ילנהמומחית ברדיולוגיה אבחנתית,,אבחנתית ברדיולוגיה ילנהמומחית פשקוב,,IMA
"ד""ר פשקוב ילנה",פשקוב ילנה,,ילנה פשקוב,,IMA
"ד""ר אבו גנאם רנאמומחית ברפואת משפחה",אבו גנאם רנאמומחית ברפואת משפחה,,משפחה ברפואת רנאמומחית גנאם אבו,,IMA
"ד""ר אבו גנאם רנא",אבו גנאם רנא,,רנא גנאם אבו,,IMA
"ד""ר קרסולה בוריס",קרסולה בוריס,מומחה בהרדמה,בוריס קרסולה,בהרדמה,IMA
"ד""ר קרסולה בוריס",קרסולה בוריס,,בוריס קרסולה,,IMA
"ד""ר יצחקי גיא",יצחקי גיא,מומחה בכירורגיה אורתופדית,גיא יצחקי,בכירורגיה אורתופדית,IMA
"ד""ר יצחקי גיא",יצחקי גיא,,גיא יצחקי,,IMA
"ד""ר שחורי רון",שחורי רון,"מומחה ברפואה פנימית, מומחה בגריאטריה",רון שחורי,ברפואה פנימית מומחה בגריאטריה,IMA
"ד""ר שחורי רון",שחורי רון,,רון שחורי,,IMA
"ד""ר מושיחוב שלמהרפואת שיניים,","מושיחוב שלמהרפואת שיניים,",,"שיניים, שלמהרפואת מושיחוב",,IMA
"ד""ר מושיחוב שלמה",מושיחוב שלמה,,שלמה מושיחוב,,IMA
"ד""ר ג'ראח ראמי",ג'ראח ראמי,מומחה במחלות עיניים,ראמי ג'ראח,במחלות עיניים,IMA
"ד""ר ג'ראח ראמי",ג'ראח ראמי,,ראמי ג'ראח,,IMA
"ד""ר מירקין ויטלי",מירקין ויטלי,"מומחה בפסיכיאטריה של הילד ומתבגר, מומחה בפסיכיאטריה",ויטלי מירקין,בפסיכיאטריה של הילד ומתבגר מומחה בפסיכיאטריה,IMA
"ד""ר מירקין ויטלי",מירקין ויטלי,,ויטלי מירקין,,IMA
פרופ צפריר ברק,צפריר ברק,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",ברק צפריר,בקרדיולוגיה מומחה ברפואה פנימית,IMA
פרופ צפריר ברק,צפריר ברק,,ברק צפריר,,IMA
"ד""ר שולי היתם",שולי היתם,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",היתם שולי,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר שולי היתם",שולי היתם,,היתם שולי,,IMA
"ד""ר בכר אבניאלי עירא",בכר אבניאלי עירא,מומחה בכירורגיה אורתופדית,עירא אבניאלי בכר,בכירורגיה אורתופדית,IMA
"ד""ר בכר אבניאלי עירא",בכר אבניאלי עירא,,עירא אבניאלי בכר,,IMA
"ד""ר עואד ראויהמומחית ברפואה פנימית",עואד ראויהמומחית ברפואה פנימית,,פנימית ברפואה ראויהמומחית עואד,,IMA
"ד""ר עואד ראויה",עואד ראויה,,ראויה עואד,,IMA
"ד""ר פולק מרטין",פולק מרטין,"מומחה בנוירו ילדים והתפתחות הילד, מומחה ברפואת ילדים",מרטין פולק,בנוירו ילדים והתפתחות הילד מומחה ברפואת ילדים,IMA
"ד""ר פולק מרטין",פולק מרטין,,מרטין פולק,,IMA
"ד""ר סואעד עלאא",סואעד עלאא,"מומחה בראומטולוגיה, מומחה ברפואה פנימית",עלאא סואעד,בראומטולוגיה מומחה ברפואה פנימית,IMA
"ד""ר סואעד עלאא",סואעד עלאא,,עלאא סואעד,,IMA
"ד""ר סנדובסקי מורמומחית בגריאטריה, מומחית ברפואה פנימית","סנדובסקי מורמומחית בגריאטריה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בגריאטריה, מורמומחית סנדובסקי",,IMA
"ד""ר סנדובסקי מור",סנדובסקי מור,,מור סנדובסקי,,IMA
"ד""ר קוגן יונתן",קוגן יונתן,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",יונתן קוגן,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר קוגן יונתן",קוגן יונתן,,יונתן קוגן,,IMA
"ד""ר ברקת רונן",ברקת רונן,מומחה ברפואת משפחה,רונן ברקת,ברפואת משפחה,IMA
"ד""ר ברקת רונן",ברקת רונן,,רונן ברקת,,IMA
"ד""ר נג'אר סאמי",נג'אר סאמי,מומחה ברפואת משפחה,סאמי נג'אר,ברפואת משפחה,IMA
"ד""ר נג'אר סאמי",נג'אר סאמי,,סאמי נג'אר,,IMA
"ד""ר שלאעטה מהראן",שלאעטה מהראן,"מומחה בנפרולוגיה, מומחה ברפואה פנימית",מהראן שלאעטה,בנפרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר שלאעטה מהראן",שלאעטה מהראן,,מהראן שלאעטה,,IMA
"ד""ר עבד אל קאדר ליאלימומחית ברפואה פנימית",עבד אל קאדר ליאלימומחית ברפואה פנימית,,פנימית ברפואה ליאלימומחית קאדר אל עבד,,IMA
"ד""ר עבד אל קאדר ליאלי",עבד אל קאדר ליאלי,,ליאלי קאדר אל עבד,,IMA
"ד""ר אבן טוב בתיה-אלהמומחית במחלות א.א.ג וכירורגיה של ראש וצוואר",אבן טוב בתיה-אלהמומחית במחלות א.א.ג וכירורגיה של ראש וצוואר,,וצוואר ראש של וכירורגיה א.א.ג במחלות בתיה-אלהמומחית טוב אבן,,IMA
"ד""ר אבן טוב בתיה-אלה",אבן טוב בתיה-אלה,,בתיה-אלה טוב אבן,,IMA
"ד""ר גיל ישראל",גיל ישראל,"מומחה בגריאטריה, מומחה ברפואה פנימית",ישראל גיל,בגריאטריה מומחה ברפואה פנימית,IMA
"ד""ר גיל ישראל",גיל ישראל,,ישראל גיל,,IMA
"ד""ר חמוד מחמוד",חמוד מחמוד,מומחה ברפואה פנימית,מחמוד חמוד,ברפואה פנימית,IMA
"ד""ר חמוד מחמוד",חמוד מחמוד,,מחמוד חמוד,,IMA
"ד""ר אמיר חגי",אמיר חגי,"מומחה ברפואה פיזיקלית ושיקום, מומחה בכירורגיה אורתופדית",חגי אמיר,ברפואה פיזיקלית ושיקום מומחה בכירורגיה אורתופדית,IMA
"ד""ר אמיר חגי",אמיר חגי,,חגי אמיר,,IMA
"ד""ר אבו אחמד מוחמד",אבו אחמד מוחמד,מומחה ברפואת משפחה,מוחמד אחמד אבו,ברפואת משפחה,IMA
"ד""ר אבו אחמד מוחמד",אבו אחמד מוחמד,,מוחמד אחמד אבו,,IMA
"ד""ר מרכדו אייל",מרכדו אייל,מומחה בכירורגיה אורתופדית,אייל כדו,בכירורגיה אורתופדית,IMA
"ד""ר מרכדו אייל",מרכדו אייל,,אייל כדו,,IMA
"ד""ר פונקץ לאוניד",פונקץ לאוניד,מומחה בהרדמה,לאוניד פונקץ,בהרדמה,IMA
"ד""ר פונקץ לאוניד",פונקץ לאוניד,,לאוניד פונקץ,,IMA
"ד""ר סרחאן באהר",סרחאן באהר,"מומחה ברפואה דחופה, מומחה ברפואה פנימית",באהר סרחאן,ברפואה דחופה מומחה ברפואה פנימית,IMA
"ד""ר סרחאן באהר",סרחאן באהר,,באהר סרחאן,,IMA
"ד""ר דופש דיאא",דופש דיאא,מומחה בנוירולוגיה,דיאא ופש,בנוירולוגיה,IMA
"ד""ר דופש דיאא",דופש דיאא,,דיאא ופש,,IMA
"ד""ר צבנג אירינהרפואת שיניים,","צבנג אירינהרפואת שיניים,",,"שיניים, אירינהרפואת צבנג",,IMA
"ד""ר צבנג אירינה",צבנג אירינה,,אירינה צבנג,,IMA
"ד""ר אבו גנאם יוסף",אבו גנאם יוסף,מומחה בכירורגיה אורתופדית,יוסף גנאם אבו,בכירורגיה אורתופדית,IMA
"ד""ר אבו גנאם יוסף",אבו גנאם יוסף,,יוסף גנאם אבו,,IMA
"ד""ר הראל איריסמומחית ביילוד וגינקולוגיה",הראל איריסמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד איריסמומחית הראל,,IMA
"ד""ר הראל איריס",הראל איריס,,איריס הראל,,IMA
"ד""ר אבן רז",אבן רז,מומחה בפסיכיאטריה,רז אבן,בפסיכיאטריה,IMA
"ד""ר לוי כרפס טלמומחית ברפואת ילדים",לוי כרפס טלמומחית ברפואת ילדים,,ילדים ברפואת טלמומחית כרפס לוי,,IMA
"ד""ר לוי כרפס טל",לוי כרפס טל,,טל כרפס לוי,,IMA
"ד""ר טברסקוב ולדימיר",טברסקוב ולדימיר,מומחה בכירורגיה כללית,ולדימיר טברסקוב,בכירורגיה כללית,IMA
"ד""ר טברסקוב ולדימיר",טברסקוב ולדימיר,,ולדימיר טברסקוב,,IMA
"ד""ר גרנות מאיהמומחית בגסטרואנטרולוגית ילדים, מומחית ברפואת ילדים","גרנות מאיהמומחית בגסטרואנטרולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, בגסטרואנטרולוגית מאיהמומחית גרנות",,IMA
"ד""ר גרנות מאיה",גרנות מאיה,,מאיה גרנות,,IMA
"ד""ר בר אשר אהרון",בר אשר אהרון,"מומחה בנאונטולוגיה, מומחה ברפואת ילדים",אהרון אשר בר,בנאונטולוגיה מומחה ברפואת ילדים,IMA
"ד""ר בר אשר אהרון",בר אשר אהרון,,אהרון אשר בר,,IMA
"ד""ר מסארוה סוארמומחית ברפואת ילדים",מסארוה סוארמומחית ברפואת ילדים,,ילדים ברפואת סוארמומחית מסארוה,,IMA
"ד""ר מסארוה סואר",מסארוה סואר,,סואר מסארוה,,IMA
"ד""ר גלבוב מקסים",גלבוב מקסים,מומחה בהרדמה,מקסים גלבוב,בהרדמה,IMA
"ד""ר גלבוב מקסים",גלבוב מקסים,,מקסים גלבוב,,IMA
"ד""ר אלעמור אוסמה",אלעמור אוסמה,"מומחה ברפואה דחופה, מומחה ברפואה פנימית",אוסמה אלעמור,ברפואה דחופה מומחה ברפואה פנימית,IMA
"ד""ר אלעמור אוסמה",אלעמור אוסמה,,אוסמה אלעמור,,IMA
"ד""ר נחתומי-שיק אוריתמומחית בהרדמה",נחתומי-שיק אוריתמומחית בהרדמה,,בהרדמה אוריתמומחית נחתומי-שיק,,IMA
"ד""ר נחתומי-שיק אורית",נחתומי-שיק אורית,,אורית נחתומי-שיק,,IMA
"ד""ר מחאמיד אוס",מחאמיד אוס,"מומחה בנוירו ילדים והתפתחות הילד, מומחה ברפואת ילדים",אוס מחאמיד,בנוירו ילדים והתפתחות הילד מומחה ברפואת ילדים,IMA
"ד""ר מחאמיד אוס",מחאמיד אוס,,אוס מחאמיד,,IMA
"ד""ר כבהה נוראדין",כבהה נוראדין,מומחה בכירורגיה אורתופדית,נוראדין כבהה,בכירורגיה אורתופדית,IMA
"ד""ר כבהה נוראדין",כבהה נוראדין,,נוראדין כבהה,,IMA
"ד""ר דגן צחי",דגן צחי,"מומחה בפרמקולוגיה קלינית, מומחה ברפואת ילדים",צחי גן,בפרמקולוגיה קלינית מומחה ברפואת ילדים,IMA
"ד""ר דגן צחי",דגן צחי,,צחי גן,,IMA
"ד""ר אבו עואד טליע",אבו עואד טליע,מומחה בהרדמה,טליע עואד אבו,בהרדמה,IMA
"ד""ר אבו עואד טליע",אבו עואד טליע,,טליע עואד אבו,,IMA
"ד""ר מזאוי אליאס",מזאוי אליאס,מומחה בכירורגיה אורתופדית,אליאס מזאוי,בכירורגיה אורתופדית,IMA
"ד""ר מזאוי אליאס",מזאוי אליאס,,אליאס מזאוי,,IMA
"ד""ר ברק אורי",ברק אורי,מומחה בכירורגיה אורתופדית,אורי ברק,בכירורגיה אורתופדית,IMA
"ד""ר ברק אורי",ברק אורי,,אורי ברק,,IMA
"ד""ר אבו אחמד עומר",אבו אחמד עומר,מומחה ברפואה פנימית,עומר אחמד אבו,ברפואה פנימית,IMA
"ד""ר אבו אחמד עומר",אבו אחמד עומר,,עומר אחמד אבו,,IMA
"ד""ר דוסקלוביץ טטיאנהרפואת שיניים,","דוסקלוביץ טטיאנהרפואת שיניים,",,"שיניים, טטיאנהרפואת וסקלוביץ",,IMA
"ד""ר דוסקלוביץ טטיאנה",דוסקלוביץ טטיאנה,,טטיאנה וסקלוביץ,,IMA
"ד""ר טאובר רננהמומחית ברפואה פנימית",טאובר רננהמומחית ברפואה פנימית,,פנימית ברפואה רננהמומחית טאובר,,IMA
"ד""ר טאובר רננה",טאובר רננה,,רננה טאובר,,IMA
"ד""ר בריף ביאנקהמומחית במחלות זיהומיות, מומחית ברפואה פנימית","בריף ביאנקהמומחית במחלות זיהומיות, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית זיהומיות, במחלות ביאנקהמומחית בריף",,IMA
"ד""ר בריף ביאנקה",בריף ביאנקה,,ביאנקה בריף,,IMA
"ד""ר דקלו אןמומחית ביילוד וגינקולוגיה",דקלו אןמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד אןמומחית קלו,,IMA
"ד""ר דקלו אן",דקלו אן,,אן קלו,,IMA
"ד""ר גאליה וסים",גאליה וסים,מומחה בפסיכיאטריה של הילד ומתבגר,וסים גאליה,בפסיכיאטריה של הילד ומתבגר,IMA
"ד""ר גאליה וסים",גאליה וסים,,וסים גאליה,,IMA
"ד""ר אביטבול מרימומחית בקרדיולוגיה, מומחית ברפואה פנימית","אביטבול מרימומחית בקרדיולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בקרדיולוגיה, מרימומחית אביטבול",,IMA
"ד""ר אביטבול מרי",אביטבול מרי,,מרי אביטבול,,IMA
"ד""ר חמאדה יזיד",חמאדה יזיד,מומחה ברפואה דחופה,יזיד חמאדה,ברפואה דחופה,IMA
"ד""ר חמאדה יזיד",חמאדה יזיד,,יזיד חמאדה,,IMA
"ד""ר עסליה-נפאע מאימומחית באנדוקרינולוגיה, מומחית ברפואה פנימית","עסליה-נפאע מאימומחית באנדוקרינולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית באנדוקרינולוגיה, מאימומחית עסליה-נפאע",,IMA
"ד""ר עסליה-נפאע מאי",עסליה-נפאע מאי,,מאי עסליה-נפאע,,IMA
"ד""ר לנדי איריתמומחית בגריאטריה, מומחית ברפואה פנימית","לנדי איריתמומחית בגריאטריה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בגריאטריה, איריתמומחית לנדי",,IMA
"ד""ר לנדי אירית",לנדי אירית,,אירית לנדי,,IMA
"ד""ר נחום -ירושלמי ליאתמומחית ברפואת ילדים",נחום -ירושלמי ליאתמומחית ברפואת ילדים,,ילדים ברפואת ליאתמומחית -ירושלמי נחום,,IMA
"ד""ר נחום -ירושלמי ליאת",נחום -ירושלמי ליאת,,ליאת -ירושלמי נחום,,IMA
"ד""ר ברהום יחזקאל חזי",ברהום יחזקאל חזי,"מומחה במחלות ריאה, מומחה ברפואה פנימית",חזי יחזקאל ברהום,במחלות ריאה מומחה ברפואה פנימית,IMA
"ד""ר ברהום יחזקאל חזי",ברהום יחזקאל חזי,,חזי יחזקאל ברהום,,IMA
"ד""ר גנדלמן טטיאנהמומחית בפסיכיאטריה",גנדלמן טטיאנהמומחית בפסיכיאטריה,,בפסיכיאטריה טטיאנהמומחית גנדלמן,,IMA
"ד""ר גנדלמן טטיאנה",גנדלמן טטיאנה,,טטיאנה גנדלמן,,IMA
"ד""ר חביב אללה שאדי",חביב אללה שאדי,מומחה ברפואת משפחה,שאדי אללה חביב,ברפואת משפחה,IMA
"ד""ר חביב אללה שאדי",חביב אללה שאדי,,שאדי אללה חביב,,IMA
"ד""ר קלמפרר לי נעמהמומחית בכירורגית כלי-דם",קלמפרר לי נעמהמומחית בכירורגית כלי-דם,,כלי-דם בכירורגית נעמהמומחית לי קלמפרר,,IMA
"ד""ר קלמפרר לי נעמה",קלמפרר לי נעמה,,נעמה לי קלמפרר,,IMA
"ד""ר ח'ליל נהאד",ח'ליל נהאד,מומחה ברפואת משפחה,נהאד ח'ליל,ברפואת משפחה,IMA
"ד""ר ח'ליל נהאד",ח'ליל נהאד,,נהאד ח'ליל,,IMA
"ד""ר אל חאג' מאדי",אל חאג' מאדי,"מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",מאדי חאג' אל,בכירורגיה של היד מומחה בכירורגיה אורתופדית,IMA
"ד""ר אל חאג' מאדי",אל חאג' מאדי,,מאדי חאג' אל,,IMA
"ד""ר אבו חדיג'ה הייתם",אבו חדיג'ה הייתם,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",הייתם חדיג'ה אבו,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר אבו חדיג'ה הייתם",אבו חדיג'ה הייתם,,הייתם חדיג'ה אבו,,IMA
"ד""ר הס יעלמומחית ברפואת משפחה",הס יעלמומחית ברפואת משפחה,,משפחה ברפואת יעלמומחית הס,,IMA
"ד""ר אדרי רותמומחית בהרדמה",אדרי רותמומחית בהרדמה,,בהרדמה רותמומחית אדרי,,IMA
"ד""ר אדרי רות",אדרי רות,,רות אדרי,,IMA
"ד""ר סטוקאר יהושע",סטוקאר יהושע,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",יהושע סטוקאר,באנדוקרינולוגיה מומחה ברפואה פנימית,IMA
"ד""ר סטוקאר יהושע",סטוקאר יהושע,,יהושע סטוקאר,,IMA
"ד""ר עביד ראפת",עביד ראפת,"מתמחה בגריאטריה, מומחה בנפרולוגיה, מומחה ברפואה פנימית",ראפת עביד,בגריאטריה מומחה בנפרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר עביד ראפת",עביד ראפת,,ראפת עביד,,IMA
"ד""ר עבאסי ענאן",עבאסי ענאן,"מומחה במינהל רפואי, מומחה במחלות עיניים",ענאן עבאסי,במינהל רפואי מומחה במחלות עיניים,IMA
"ד""ר עבאסי ענאן",עבאסי ענאן,,ענאן עבאסי,,IMA
"ד""ר סרור טלעת",סרור טלעת,מומחה ביילוד וגינקולוגיה,טלעת סרור,ביילוד וגינקולוגיה,IMA
"ד""ר סרור טלעת",סרור טלעת,,טלעת סרור,,IMA
"ד""ר אבירם איתי",אבירם איתי,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",איתי אבירם,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר אבירם איתי",אבירם איתי,,איתי אבירם,,IMA
"ד""ר זיינה נאריןמומחית ברפואת משפחה",זיינה נאריןמומחית ברפואת משפחה,,משפחה ברפואת נאריןמומחית זיינה,,IMA
"ד""ר זיינה נארין",זיינה נארין,,נארין זיינה,,IMA
פרופ אלון ערן עמנואל,אלון ערן עמנואל,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,עמנואל ערן אלון,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
פרופ אלון ערן עמנואל,אלון ערן עמנואל,,עמנואל ערן אלון,,IMA
"ד""ר חיימוב מיכאל",חיימוב מיכאל,מומחה ביילוד וגינקולוגיה,מיכאל חיימוב,ביילוד וגינקולוגיה,IMA
"ד""ר חיימוב מיכאל",חיימוב מיכאל,,מיכאל חיימוב,,IMA
"ד""ר אליהו אמיר",אליהו אמיר,מומחה בכירורגיה אורתופדית,אמיר אליהו,בכירורגיה אורתופדית,IMA
"ד""ר אליהו אמיר",אליהו אמיר,,אמיר אליהו,,IMA
"ד""ר צמח דוד",צמח דוד,מומחה במחלות עור ומין,דוד צמח,במחלות עור ומין,IMA
"ד""ר צמח דוד",צמח דוד,,דוד צמח,,IMA
