name,raw_name,specialty,norm_name,norm_specialty,source
"ד""ר וייסמן אורי",וייסמן אורי,מומחה ברפואת משפחה,אורי וייסמן,ברפואת משפחה,IMA
"ד""ר וייסמן אורי",וייסמן אורי,,אורי וייסמן,,IMA
"ד""ר חדאד פאדי",חדאד פאדי,מומחה במחלות עיניים,פאדי חדאד,במחלות עיניים,IMA
"ד""ר חדאד פאדי",חדאד פאדי,,פאדי חדאד,,IMA
"ד""ר סיגלט שרהמומחית ברפואת משפחה",סיגלט שרהמומחית ברפואת משפחה,,משפחה ברפואת שרהמומחית סיגלט,,IMA
"ד""ר סיגלט שרה",סיגלט שרה,,שרה סיגלט,,IMA
"ד""ר דוידוב נטלימומחית ברפואת משפחה",דוידוב נטלימומחית ברפואת משפחה,,משפחה ברפואת נטלימומחית וידוב,,IMA
"ד""ר דוידוב נטלי",דוידוב נטלי,,נטלי וידוב,,IMA
"ד""ר קייקוב אדוארד",קייקוב אדוארד,"מומחה בגריאטריה, מומחה ברפואת משפחה",אדוארד קייקוב,בגריאטריה מומחה ברפואת משפחה,IMA
"ד""ר קייקוב אדוארד",קייקוב אדוארד,,אדוארד קייקוב,,IMA
"פרופ גביס לידיהמומחית בנוירו ילדים והתפתחות הילד, מומחית בנוירולוגית ילדים, מומחית ברפואת ילדים","גביס לידיהמומחית בנוירו ילדים והתפתחות הילד, מומחית בנוירולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, בנוירולוגית מומחית הילד, והתפתחות ילדים בנוירו לידיהמומחית גביס",,IMA
פרופ גביס לידיה,גביס לידיה,,לידיה גביס,,IMA
"ד""ר כץ עיריתמומחית ברפואת משפחה, מומחית ברפואה פיזיקלית ושיקום","כץ עיריתמומחית ברפואת משפחה, מומחית ברפואה פיזיקלית ושיקום",,"ושיקום פיזיקלית ברפואה מומחית משפחה, ברפואת עיריתמומחית כץ",,IMA
"ד""ר כץ עירית",כץ עירית,,עירית כץ,,IMA
"ד""ר פרט דן",פרט דן,מומחה בכירורגיה אורתופדית,דן פרט,בכירורגיה אורתופדית,IMA
"ד""ר להב דרור",להב דרור,מומחה ביילוד וגינקולוגיה,דרור להב,ביילוד וגינקולוגיה,IMA
"ד""ר להב דרור",להב דרור,,דרור להב,,IMA
פרופ ברחנא מיכה,ברחנא מיכה,"מומחה במינהל רפואי, מומחה בבריאות הציבור",מיכה ברחנא,במינהל רפואי מומחה בבריאות הציבור,IMA
פרופ ברחנא מיכה,ברחנא מיכה,,מיכה ברחנא,,IMA
"ד""ר רומם איל",רומם איל,"מומחה בטיפול נמרץ כללי, מומחה במחלות ריאה, מומחה ברפואה פנימית",איל רומם,בטיפול נמרץ כללי מומחה במחלות ריאה מומחה ברפואה פנימית,IMA
"ד""ר רומם איל",רומם איל,,איל רומם,,IMA
"ד""ר גרוסמן יהונתן",גרוסמן יהונתן,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",יהונתן גרוסמן,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר גרוסמן יהונתן",גרוסמן יהונתן,,יהונתן גרוסמן,,IMA
"ד""ר אלמן שינה קאריןמומחית בנוירולוגיה",אלמן שינה קאריןמומחית בנוירולוגיה,,בנוירולוגיה קאריןמומחית שינה אלמן,,IMA
"ד""ר אלמן שינה קארין",אלמן שינה קארין,,קארין שינה אלמן,,IMA
"ד""ר רוטמן שלמה",רוטמן שלמה,מומחה במחלות עיניים,שלמה רוטמן,במחלות עיניים,IMA
"ד""ר רוטמן שלמה",רוטמן שלמה,,שלמה רוטמן,,IMA
"ד""ר קורין כלניתמומחית בכירורגיה של בית החזה",קורין כלניתמומחית בכירורגיה של בית החזה,,החזה בית של בכירורגיה כלניתמומחית קורין,,IMA
"ד""ר קורין כלנית",קורין כלנית,,כלנית קורין,,IMA
"ד""ר פינק דניאל",פינק דניאל,מומחה בכירורגיה של בית החזה,דניאל פינק,בכירורגיה של בית החזה,IMA
"ד""ר פינק דניאל",פינק דניאל,,דניאל פינק,,IMA
"פרופ אנגל יואלמתמחה בכירורגיה כללית,","אנגל יואלמתמחה בכירורגיה כללית,","מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית","כללית, בכירורגיה יואלמתמחה אנגל",בכירורגיה של היד מומחה בכירורגיה אורתופדית,IMA
פרופ אנגל יואל,אנגל יואל,,יואל אנגל,,IMA
"ד""ר סלהב חליל",סלהב חליל,מומחה בהרדמה,חליל סלהב,בהרדמה,IMA
"ד""ר סלהב חליל",סלהב חליל,,חליל סלהב,,IMA
"ד""ר ארונסון אסתרמומחית ברפואת משפחה",ארונסון אסתרמומחית ברפואת משפחה,,משפחה ברפואת אסתרמומחית ארונסון,,IMA
"ד""ר ארונסון אסתר",ארונסון אסתר,,אסתר ארונסון,,IMA
"ד""ר ישראלי אורן",ישראלי אורן,מומחה בכירורגיה כללית,אורן ישראלי,בכירורגיה כללית,IMA
"ד""ר ישראלי אורן",ישראלי אורן,,אורן ישראלי,,IMA
"ד""ר בולוס סרי",בולוס סרי,מומחה ביילוד וגינקולוגיה,סרי בולוס,ביילוד וגינקולוגיה,IMA
"ד""ר בולוס סרי",בולוס סרי,,סרי בולוס,,IMA
"ד""ר ראובני אלון מנשה",ראובני אלון מנשה,"מומחה ברפואה לשיכוך כאב, מומחה בהרדמה",מנשה אלון ראובני,ברפואה לשיכוך כאב מומחה בהרדמה,IMA
"ד""ר ראובני אלון מנשה",ראובני אלון מנשה,,מנשה אלון ראובני,,IMA
"ד""ר שולחני-אלמלם עדימומחית ברפואת משפחה",שולחני-אלמלם עדימומחית ברפואת משפחה,,משפחה ברפואת עדימומחית שולחני-אלמלם,,IMA
"ד""ר שולחני-אלמלם עדי",שולחני-אלמלם עדי,,עדי שולחני-אלמלם,,IMA
"ד""ר פוריה יצחק",פוריה יצחק,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,יצחק פוריה,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר פוריה יצחק",פוריה יצחק,,יצחק פוריה,,IMA
"ד""ר מנסור אחמד",מנסור אחמד,מומחה במחלות עיניים,אחמד מנסור,במחלות עיניים,IMA
"ד""ר מנסור אחמד",מנסור אחמד,,אחמד מנסור,,IMA
"ד""ר אלבז אורי",אלבז אורי,מומחה במחלות עיניים,אורי אלבז,במחלות עיניים,IMA
"ד""ר אלבז אורי",אלבז אורי,,אורי אלבז,,IMA
"ד""ר סנעאללה מוחמד",סנעאללה מוחמד,"מומחה בגריאטריה, מומחה ברפואה פנימית",מוחמד סנעאללה,בגריאטריה מומחה ברפואה פנימית,IMA
"ד""ר סנעאללה מוחמד",סנעאללה מוחמד,,מוחמד סנעאללה,,IMA
"ד""ר מוקבל מוקבל",מוקבל מוקבל,"מומחה ברפואה לשיכוך כאב, מומחה בהרדמה",מוקבל מוקבל,ברפואה לשיכוך כאב מומחה בהרדמה,IMA
"ד""ר מוקבל מוקבל",מוקבל מוקבל,,מוקבל מוקבל,,IMA
"ד""ר ברנשטיין תמרמומחית בטיפול נמרץ ילדים, מומחית ברפואת ילדים","ברנשטיין תמרמומחית בטיפול נמרץ ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, נמרץ בטיפול תמרמומחית ברנשטיין",,IMA
"ד""ר ברנשטיין תמר",ברנשטיין תמר,,תמר ברנשטיין,,IMA
"ד""ר רוזן עדהמומחית בכירורגיה כללית",רוזן עדהמומחית בכירורגיה כללית,,כללית בכירורגיה עדהמומחית רוזן,,IMA
"ד""ר רוזן עדה",רוזן עדה,,עדה רוזן,,IMA
"ד""ר בריל סילביו",בריל סילביו,"מומחה ברפואה לשיכוך כאב, מומחה בהרדמה",סילביו בריל,ברפואה לשיכוך כאב מומחה בהרדמה,IMA
"ד""ר בריל סילביו",בריל סילביו,,סילביו בריל,,IMA
"ד""ר כהנא יובל",כהנא יובל,מומחה ברפואת ילדים,יובל כהנא,ברפואת ילדים,IMA
"ד""ר כהנא יובל",כהנא יובל,,יובל כהנא,,IMA
"ד""ר הרן גבי",הרן גבי,מומחה ביילוד וגינקולוגיה,גבי הרן,ביילוד וגינקולוגיה,IMA
"ד""ר הרן גבי",הרן גבי,,גבי הרן,,IMA
"ד""ר נח'אש ריזק",נח'אש ריזק,מומחה ברפואת ילדים,ריזק נח'אש,ברפואת ילדים,IMA
"ד""ר נח'אש ריזק",נח'אש ריזק,,ריזק נח'אש,,IMA
"ד""ר ורור אמיר",ורור אמיר,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",אמיר ורור,בהמטולוגיה מומחה ברפואה פנימית,IMA
"ד""ר ורור אמיר",ורור אמיר,,אמיר ורור,,IMA
"ד""ר גלעד רון",גלעד רון,מומחה בכירורגיה אורולוגית,רון גלעד,בכירורגיה אורולוגית,IMA
"ד""ר גלעד רון",גלעד רון,,רון גלעד,,IMA
"ד""ר סלבוטסקי אינהמומחית בפסיכיאטריה",סלבוטסקי אינהמומחית בפסיכיאטריה,,בפסיכיאטריה אינהמומחית סלבוטסקי,,IMA
"ד""ר סלבוטסקי אינה",סלבוטסקי אינה,,אינה סלבוטסקי,,IMA
"ד""ר דן אילן",דן אילן,מומחה ברפואת משפחה,אילן ן,ברפואת משפחה,IMA
"ד""ר דן אילן",דן אילן,,אילן ן,,IMA
"ד""ר זיגלמן יחזקאל",זיגלמן יחזקאל,"מומחה בטיפול נמרץ כללי, מומחה בהרדמה",יחזקאל זיגלמן,בטיפול נמרץ כללי מומחה בהרדמה,IMA
"ד""ר זיגלמן יחזקאל",זיגלמן יחזקאל,,יחזקאל זיגלמן,,IMA
"ד""ר שומר שירהמומחית בכירורגיה פלסטית ואסתטית",שומר שירהמומחית בכירורגיה פלסטית ואסתטית,,ואסתטית פלסטית בכירורגיה שירהמומחית שומר,,IMA
"ד""ר שומר שירה",שומר שירה,,שירה שומר,,IMA
"ד""ר חאזן פאדי",חאזן פאדי,מומחה בכירורגיה אורתופדית,פאדי חאזן,בכירורגיה אורתופדית,IMA
"ד""ר חאזן פאדי",חאזן פאדי,,פאדי חאזן,,IMA
"ד""ר לבון אופיר",לבון אופיר,"מומחה בפרמקולוגיה קלינית, מומחה ברפואה פנימית",אופיר לבון,בפרמקולוגיה קלינית מומחה ברפואה פנימית,IMA
"ד""ר לבון אופיר",לבון אופיר,,אופיר לבון,,IMA
"ד""ר שיח'-אחמד מוחמד",שיח'-אחמד מוחמד,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",מוחמד שיח'-אחמד,באנדוקרינולוגיה מומחה ברפואה פנימית,IMA
"ד""ר שיח'-אחמד מוחמד",שיח'-אחמד מוחמד,,מוחמד שיח'-אחמד,,IMA
"ד""ר האוזר דוד",האוזר דוד,מומחה במחלות עיניים,דוד האוזר,במחלות עיניים,IMA
"ד""ר האוזר דוד",האוזר דוד,,דוד האוזר,,IMA
"ד""ר נובל מיכאל",נובל מיכאל,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",מיכאל נובל,בכירורגית כלי-דם מומחה בכירורגיה כללית,IMA
"ד""ר נובל מיכאל",נובל מיכאל,,מיכאל נובל,,IMA
"ד""ר מדג'ר אורי",מדג'ר אורי,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,אורי מדג'ר,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר מדג'ר אורי",מדג'ר אורי,,אורי מדג'ר,,IMA
"ד""ר קלר שלומיתמומחית במחלות ריאה ילדים, מומחית ברפואת ילדים","קלר שלומיתמומחית במחלות ריאה ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, ריאה במחלות שלומיתמומחית קלר",,IMA
"ד""ר קלר שלומית",קלר שלומית,,שלומית קלר,,IMA
"ד""ר דאום חגיתמומחית בגנטיקה רפואית, מומחית ביילוד וגינקולוגיה","דאום חגיתמומחית בגנטיקה רפואית, מומחית ביילוד וגינקולוגיה",,"וגינקולוגיה ביילוד מומחית רפואית, בגנטיקה חגיתמומחית אום",,IMA
"ד""ר דאום חגית",דאום חגית,,חגית אום,,IMA
"ד""ר זיו ניצהמומחית ברדיולוגיה אבחנתית",זיו ניצהמומחית ברדיולוגיה אבחנתית,,אבחנתית ברדיולוגיה ניצהמומחית זיו,,IMA
"ד""ר זיו ניצה",זיו ניצה,,ניצה זיו,,IMA
"ד""ר ואקנין לילימומחית בראומטולוגיה, מומחית ברפואה פנימית","ואקנין לילימומחית בראומטולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בראומטולוגיה, לילימומחית ואקנין",,IMA
