moh_name,ima_name,norm_name,moh_specialty,ima_specialty,confidence,name_match,specialty_match,moh_idx,ima_idx
מאור יעקב,מאור יעקב,יעקב מאור,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,20362,1638
ונדר אריאל,ונדר אריאל,אריאל ונדר,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,20366,3028
לויאב עמוס,לויאב עמוס,עמוס לויאב,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,20406,5331
זיתוני משה,זיתוני משה,משה זיתוני,יילוד וגינקולוגיה,"מומחה בגנטיקה רפואית, מומחה ביילוד וגינקולוגיה",1.0,True,False,20437,1002
חמד אמגד,חמד אמגד,אמגד חמד,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,20613,4201
זקש דן,זקש דן,דן זקש,מחלות עיניים,מומחה במחלות עיניים,1.0,True,True,20643,1475
ברנפלד בנימין,ברנפלד בנימין,בנימין ברנפלד,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,20706,769
עטר דן,עטר דן,דן עטר,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,20748,858
שירין חיים,שירין חיים,חיים שירין,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,20778,1492
ביבי כרמל,ביבי כרמל,כרמל ביבי,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,20784,3122
טננבאום לויס אריאל,טננבאום לויס אריאל,אריאל לויס טננבאום,רפואת ילדים,"מומחה באנדוקרינולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,21088,2644
סולומון חננאל,סולומון חננאל,חננאל סולומון,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,21272,258
כהן יוג'ין,כהן יוג'ין,יוג'ין כהן,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,21296,1336
אסתרלית אלכסנדר,אסתרלית אלכסנדר,אלכסנדר אסתרלית,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,21342,3108
מזר יוסי,מזר יוסי,יוסי מזר,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,21403,1058
דיוויס הלל,דיוויס הלל,הלל דיוויס,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,21497,1429
קריינין אנטולי,קריינין אנטולי,אנטולי קריינין,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,21565,568
מלמד ישראל,מלמד ישראל,ישראל מלמד,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,21571,1554
פינסק איליה,פינסק איליה,איליה פינסק,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,21672,1094
בנקוביץ ואדים,בנקוביץ ואדים,ואדים בנקוביץ,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,21743,550
ישראל צבי,ישראל צבי,צבי ישראל,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,21849,256
יעקובוביץ דניאל,יעקובוביץ דניאל,דניאל יעקובוביץ,רפואת ילדים,"מומחה בנאונטולוגיה, מומחה ברפואת ילדים",1.0,True,False,21887,3503
סיומין דמיטרי,סיומין דמיטרי,דמיטרי סיומין,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,22049,4040
חיימוב מיכאל,חיימוב מיכאל,מיכאל חיימוב,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,22053,5075
רפמן אדוארד,רפמן אדוארד,אדוארד רפמן,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,22063,286
גנדל בוריס,גנדל בוריס,בוריס גנדל,כירורגיה של בית החזה,מומחה בכירורגיה של בית החזה,1.0,True,False,22314,3162
אורקין בוריס,אורקין בוריס,בוריס אורקין,כירורגית ילדים,"מומחה בכירורגית ילדים, מומחה בכירורגיה אורולוגית",1.0,True,False,22665,5104
קופילוב אורי,קופילוב אורי,אורי קופילוב,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,22666,2168
סולומש אייזיק,סולומש אייזיק,אייזיק סולומש,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,22846,906
גינזבורג ויקטור,גינזבורג ויקטור,ויקטור גינזבורג,כירורגיה כללית,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",1.0,True,False,22855,172
גולדשטיין אלכסנדר,גולדשטיין אלכסנדר,אלכסנדר גולדשטיין,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,22930,3929
וייסברג גנדי,וייסברג גנדי,גנדי וייסברג,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,23123,1208
קנייזר בוריס,קנייזר בוריס,בוריס קנייזר,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,23197,749
ויינריב מיכאל,ויינריב מיכאל,מיכאל ויינריב,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,23307,2656
גורי אלכסנדר,גורי אלכסנדר,אלכסנדר גורי,רפואת ילדים,"מומחה במחלות זיהומיות, מומחה ברפואת ילדים",1.0,True,False,23816,1140
גורליק לורן,גורליק לורן,לורן גורליק,כירורגיה אורתופדית,"מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",1.0,True,False,23822,2082
גחמן דמיטרי,גחמן דמיטרי,דמיטרי גחמן,דרמטולוגיה-מחלות עור ומין,מומחה במחלות עור ומין,1.0,True,False,23824,3911
ברש איגור,ברש איגור,איגור ברש,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,23883,2436
ונטוררו מוריס,ונטוררו מוריס,מוריס ונטוררו,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,23998,4825
סימנטוב רומן,סימנטוב רומן,רומן סימנטוב,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,24026,1455
בלוצרקובסקי דני,בלוצרקובסקי דני,דני בלוצרקובסקי,פסיכיאטריה של הילד והמתבגר,מומחה בפסיכיאטריה של הילד ומתבגר,1.0,True,False,24250,458
ויימן רומן,ויימן רומן,רומן ויימן,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,24509,4858
ברנשטיין מקסים,ברנשטיין מקסים,מקסים ברנשטיין,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,24608,242
מיצ'ניק בוריס,מיצ'ניק בוריס,בוריס מיצ'ניק,רפואה פנימית,"מומחה ברפואה פנימית, מומחה בגריאטריה",1.0,True,False,24725,3470
ברלין יורי,ברלין יורי,יורי ברלין,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,24769,1062
קוגן איגור,קוגן איגור,איגור קוגן,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,24834,717
דינקין לב,דינקין לב,לב דינקין,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,24872,3791
ברואודה לאוניד,ברואודה לאוניד,לאוניד ברואודה,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,25103,390
חרדאק בנימין,חרדאק בנימין,בנימין חרדאק,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,25121,2944
נווה סרגיי,נווה סרגיי,סרגיי נווה,כירורגיה כללית,"מומחה ברדיולוגיה אבחנתית, מומחה בכירורגיה כללית",1.0,True,False,25226,2362
סולוגוב מיכאל,סולוגוב מיכאל,מיכאל סולוגוב,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,25235,5949
כץ קונסטנטין,כץ קונסטנטין,קונסטנטין כץ,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,25269,1746
טרוסט לאוניד,טרוסט לאוניד,לאוניד טרוסט,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,25364,1453
שפירא ולדימיר,שפירא ולדימיר,ולדימיר שפירא,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,25553,3586
ארונוב איגור,ארונוב איגור,איגור ארונוב,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,25564,4562
גולדיץ' יעקב,גולדיץ' יעקב,יעקב גולדיץ',מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,25711,5550
מיכאל לאוניד,מיכאל לאוניד,לאוניד מיכאל,רפואה פנימית,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",1.0,True,False,25803,2292
פרקש הרמן,פרקש הרמן,הרמן פרקש,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,25837,5454
אוליצקי אלכסנדר,אוליצקי אלכסנדר,אלכסנדר אוליצקי,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,25967,3759
מרון מיכאל,מרון מיכאל,מיכאל ון,רפואה פנימית,"מומחה בנפרולוגיה, מומחה ברפואה פנימית",1.0,True,False,25989,904
יוטקין ולדימיר,יוטקין ולדימיר,ולדימיר יוטקין,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,26206,28
צינובוי גרמן,צינובוי גרמן,גרמן צינובוי,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,26570,1508
גולובצ'יק פבל,גולובצ'יק פבל,פבל גולובצ'יק,פסיכיאטריה של הילד והמתבגר,מומחה בפסיכיאטריה של הילד ומתבגר,1.0,True,False,26664,1204
מנוסקין יורי,מנוסקין יורי,יורי מנוסקין,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,26990,2638
אביב פרדי,אביב פרדי,פרדי אביב,רפואה פנימית,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",1.0,True,False,27136,831
יאלונצקי סרגיי,יאלונצקי סרגיי,סרגיי יאלונצקי,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,27264,546
קירשטיין בוריס,קירשטיין בוריס,בוריס קירשטיין,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,27280,1192
בעזוב ארטור,בעזוב ארטור,ארטור בעזוב,כירורגית ילדים,מומחה בכירורגית ילדים,1.0,True,False,27297,4604
רודרמן ולדימיר,רודרמן ולדימיר,ולדימיר רודרמן,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,27684,3116
דיאצ'וק ולרי,דיאצ'וק ולרי,ולרי דיאצ'וק,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,27708,4606
גולדברג מיכאל,גולדברג מיכאל,מיכאל גולדברג,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,27760,372
קוקוי דניאל,קוקוי דניאל,דניאל קוקוי,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,27938,5832
קוקוי אנדרי,קוקוי אנדרי,אנדרי קוקוי,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,27958,2236
רוסו רפאל,רוסו רפאל,רפאל רוסו,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,28073,4322
לוי חיים,לוי חיים,חיים לוי,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,28083,3647
סויכר יבגני,סויכר יבגני,יבגני סויכר,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,28222,3815
לנגר פיוטר,לנגר פיוטר,פיוטר לנגר,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,28240,3316
דלגדו חורחה שמואל,דלגדו חורחה שמואל,שמואל חורחה דלגדו,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,28353,1343
צ'יגרינסקי מיכאל,צ'יגרינסקי מיכאל,מיכאל צ'יגרינסקי,טיפול נמרץ ילדים,"מומחה בטיפול נמרץ ילדים, מומחה ברפואת ילדים",1.0,True,False,28430,3819
שערץ מיטשל,שערץ מיטשל,מיטשל שערץ,נוירולוגית ילדים והתפתחות הילד,"מומחה בנוירו ילדים והתפתחות הילד, מומחה ברפואת ילדים",1.0,True,False,28471,1948
שטורמן אלכסנדר,שטורמן אלכסנדר,אלכסנדר שטורמן,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,28561,2886
